libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
"Activités spécialisées, scientifiques et techniques",450218.00,52.00,86,#FFA726,"0,5 M€",52 aides
Activités immobilières,251839.00,40.00,86,#FFCA28,"0,3 M€",40 aides
Autres sections NAF,743687.00,83.00,86,#AAAAAA,"0,7 M€",83 aides
"Activités spécialisées, scientifiques et techniques",7085834.00,53.00,26,#FFA726,"7,1 M€",53 aides
Industrie manufacturière,6567788.00,59.00,26,#AB47BC,"6,6 M€",59 aides
Commerce,3615467.00,155.00,26,#29B6F6,"3,6 M€",155 aides
Activités financières et d'assurance,2531598.00,25.00,26,#9CCC65,"2,5 M€",25 aides
Construction,1258859.00,47.00,26,#42A5F5,"1,3 M€",47 aides
Santé humaine et action sociale,420824.00,13.00,26,#E53935,"0,4 M€",13 aides
Hébergement et restauration,417887.00,96.00,26,#26A69A,"0,4 M€",96 aides
Activités immobilières,333983.00,48.00,26,#FFCA28,"0,3 M€",48 aides
Transports et entreposage,167909.00,13.00,26,#26C6DA,"0,2 M€",13 aides
Activités de services administratifs et de soutien,83146.00,13.00,26,#FF7043,"0,1 M€",13 aides
Autres sections NAF,213026.00,44.00,26,#AAAAAA,"0,2 M€",44 aides
Industrie manufacturière,9657716.00,52.00,53,#AB47BC,"9,7 M€",52 aides
Commerce,2378599.00,68.00,53,#29B6F6,"2,4 M€",68 aides
"Activités spécialisées, scientifiques et techniques",758245.00,23.00,53,#FFA726,"0,8 M€",23 aides
Construction,562387.00,34.00,53,#42A5F5,"0,6 M€",34 aides
Santé humaine et action sociale,476217.00,11.00,53,#E53935,"0,5 M€",11 aides
Activités de services administratifs et de soutien,320029.00,11.00,53,#FF7043,"0,3 M€",11 aides
Activités financières et d'assurance,236156.00,13.00,53,#9CCC65,"0,2 M€",13 aides
Activités immobilières,233587.00,31.00,53,#FFCA28,"0,2 M€",31 aides
Transports et entreposage,109272.00,9.00,53,#26C6DA,"0,1 M€",9 aides
Hébergement et restauration,88067.00,25.00,53,#26A69A,"0,1 M€",25 aides
Autres sections NAF,202830.00,32.00,53,#AAAAAA,"0,2 M€",32 aides
Commerce,9415753.00,221.00,64,#29B6F6,"9,4 M€",221 aides
Industrie manufacturière,5979705.00,74.00,64,#AB47BC,"6,0 M€",74 aides
Santé humaine et action sociale,5325642.00,34.00,64,#E53935,"5,3 M€",34 aides
"Activités spécialisées, scientifiques et techniques",2011047.00,74.00,64,#FFA726,"2,0 M€",74 aides
Hébergement et restauration,1541288.00,203.00,64,#26A69A,"1,5 M€",203 aides
Construction,960512.00,69.00,64,#42A5F5,"1,0 M€",69 aides
Activités de services administratifs et de soutien,880091.00,45.00,64,#FF7043,"0,9 M€",45 aides
Activités immobilières,775898.00,66.00,64,#FFCA28,"0,8 M€",66 aides
Activités financières et d'assurance,409580.00,37.00,64,#9CCC65,"0,4 M€",37 aides
Information et communication,319630.00,17.00,64,#66BB6A,"0,3 M€",17 aides
Autres sections NAF,943397.00,99.00,64,#AAAAAA,"0,9 M€",99 aides
Santé humaine et action sociale,455000.00,3.00,48,#E53935,"0,5 M€",3 aides
Hébergement et restauration,343963.00,14.00,48,#26A69A,"0,3 M€",14 aides
Non connu,57829.00,5.00,48,#AAAAAA,"0,1 M€",5 aides
Activités immobilières,46822.00,11.00,48,#FFCA28,"0,0 M€",11 aides
Commerce,36066.00,8.00,48,#29B6F6,"0,0 M€",8 aides
Construction,2496.00,4.00,48,#42A5F5,"0,0 M€",4 aides
Industrie manufacturière,2166040.00,28.00,07,#AB47BC,"2,2 M€",28 aides
Commerce,706913.00,73.00,07,#29B6F6,"0,7 M€",73 aides
Hébergement et restauration,454995.00,65.00,07,#26A69A,"0,5 M€",65 aides
"Activités spécialisées, scientifiques et techniques",392461.00,22.00,07,#FFA726,"0,4 M€",22 aides
Construction,196953.00,24.00,07,#42A5F5,"0,2 M€",24 aides
Activités immobilières,152837.00,21.00,07,#FFCA28,"0,2 M€",21 aides
Activités financières et d'assurance,152057.00,11.00,07,#9CCC65,"0,2 M€",11 aides
Transports et entreposage,144080.00,7.00,07,#26C6DA,"0,1 M€",7 aides
Information et communication,93949.00,4.00,07,#66BB6A,"0,1 M€",4 aides
Santé humaine et action sociale,62617.00,12.00,07,#E53935,"0,1 M€",12 aides
Autres sections NAF,115511.00,28.00,07,#AAAAAA,"0,1 M€",28 aides
Activités immobilières,1589684.00,17.00,2A,#FFCA28,"1,6 M€",17 aides
Construction,1536777.00,20.00,2A,#42A5F5,"1,5 M€",20 aides
Hébergement et restauration,1311981.00,43.00,2A,#26A69A,"1,3 M€",43 aides
"Arts, spectacles et activités récréatives",913735.00,4.00,2A,#8E24AA,"0,9 M€",4 aides
Commerce,685822.00,37.00,2A,#29B6F6,"0,7 M€",37 aides
Transports et entreposage,606398.00,6.00,2A,#26C6DA,"0,6 M€",6 aides
Activités financières et d'assurance,245569.00,5.00,2A,#9CCC65,"0,2 M€",5 aides
Santé humaine et action sociale,187671.00,6.00,2A,#E53935,"0,2 M€",6 aides
Industrie manufacturière,69367.00,7.00,2A,#AB47BC,"0,1 M€",7 aides
"Activités spécialisées, scientifiques et techniques",63185.00,11.00,2A,#FFA726,"0,1 M€",11 aides
Autres sections NAF,103063.00,19.00,2A,#AAAAAA,"0,1 M€",19 aides
Industrie manufacturière,5599288.00,76.00,56,#AB47BC,"5,6 M€",76 aides
Commerce,2754420.00,198.00,56,#29B6F6,"2,8 M€",198 aides
Transports et entreposage,1902192.00,24.00,56,#26C6DA,"1,9 M€",24 aides
Hébergement et restauration,1514915.00,166.00,56,#26A69A,"1,5 M€",166 aides
Construction,1238719.00,72.00,56,#42A5F5,"1,2 M€",72 aides
"Activités spécialisées, scientifiques et techniques",903053.00,67.00,56,#FFA726,"0,9 M€",67 aides
Activités financières et d'assurance,706416.00,33.00,56,#9CCC65,"0,7 M€",33 aides
Activités de services administratifs et de soutien,288129.00,27.00,56,#FF7043,"0,3 M€",27 aides
Activités immobilières,236430.00,58.00,56,#FFCA28,"0,2 M€",58 aides
Non connu,187990.00,3.00,56,#AAAAAA,"0,2 M€",3 aides
Autres sections NAF,369628.00,69.00,56,#AAAAAA,"0,4 M€",69 aides
Industrie manufacturière,2152959.00,35.00,65,#AB47BC,"2,2 M€",35 aides
Hébergement et restauration,2020737.00,166.00,65,#26A69A,"2,0 M€",166 aides
Commerce,1069732.00,80.00,65,#29B6F6,"1,1 M€",80 aides
Construction,578515.00,24.00,65,#42A5F5,"0,6 M€",24 aides
Transports et entreposage,433375.00,12.00,65,#26C6DA,"0,4 M€",12 aides
Santé humaine et action sociale,357298.00,14.00,65,#E53935,"0,4 M€",14 aides
Activités immobilières,295204.00,28.00,65,#FFCA28,"0,3 M€",28 aides
Activités financières et d'assurance,277952.00,8.00,65,#9CCC65,"0,3 M€",8 aides
"Activités spécialisées, scientifiques et techniques",171586.00,18.00,65,#FFA726,"0,2 M€",18 aides
Autres activités de services,111757.00,15.00,65,#5E35B1,"0,1 M€",15 aides
Autres sections NAF,290918.00,32.00,65,#AAAAAA,"0,3 M€",32 aides
Santé humaine et action sociale,3067179.00,14.00,37,#E53935,"3,1 M€",14 aides
Industrie manufacturière,2929449.00,54.00,37,#AB47BC,"2,9 M€",54 aides
Commerce,2581609.00,139.00,37,#29B6F6,"2,6 M€",139 aides
Construction,869675.00,52.00,37,#42A5F5,"0,9 M€",52 aides
"Activités spécialisées, scientifiques et techniques",613024.00,43.00,37,#FFA726,"0,6 M€",43 aides
Hébergement et restauration,583036.00,98.00,37,#26A69A,"0,6 M€",98 aides
"Arts, spectacles et activités récréatives",498633.00,10.00,37,#8E24AA,"0,5 M€",10 aides
Activités financières et d'assurance,372234.00,25.00,37,#9CCC65,"0,4 M€",25 aides
Activités immobilières,330528.00,38.00,37,#FFCA28,"0,3 M€",38 aides
Activités de services administratifs et de soutien,229337.00,16.00,37,#FF7043,"0,2 M€",16 aides
Autres sections NAF,744394.00,56.00,37,#AAAAAA,"0,7 M€",56 aides
Industrie manufacturière,1753313.00,48.00,70,#AB47BC,"1,8 M€",48 aides
Activités financières et d'assurance,321581.00,6.00,70,#9CCC65,"0,3 M€",6 aides
Activités immobilières,278512.00,33.00,70,#FFCA28,"0,3 M€",33 aides
Commerce,269205.00,53.00,70,#29B6F6,"0,3 M€",53 aides
"Activités spécialisées, scientifiques et techniques",153902.00,19.00,70,#FFA726,"0,2 M€",19 aides
Hébergement et restauration,104357.00,36.00,70,#26A69A,"0,1 M€",36 aides
Transports et entreposage,100977.00,7.00,70,#26C6DA,"0,1 M€",7 aides
Construction,89886.00,21.00,70,#42A5F5,"0,1 M€",21 aides
"Arts, spectacles et activités récréatives",89088.00,4.00,70,#8E24AA,"0,1 M€",4 aides
Autres activités de services,61648.00,5.00,70,#5E35B1,"0,1 M€",5 aides
Autres sections NAF,90409.00,15.00,70,#AAAAAA,"0,1 M€",15 aides
Commerce,193107.00,10.00,976,#29B6F6,"0,2 M€",10 aides
Non connu,56640.00,6.00,976,#AAAAAA,"0,1 M€",6 aides
"Activités spécialisées, scientifiques et techniques",32875.00,3.00,976,#FFA726,"0,0 M€",3 aides
Activités immobilières,16009.00,3.00,976,#FFCA28,"0,0 M€",3 aides
Industrie manufacturière,7893885.00,73.00,25,#AB47BC,"7,9 M€",73 aides
Commerce,3036096.00,111.00,25,#29B6F6,"3,0 M€",111 aides
Construction,979429.00,42.00,25,#42A5F5,"1,0 M€",42 aides
"Arts, spectacles et activités récréatives",923562.00,16.00,25,#8E24AA,"0,9 M€",16 aides
Activités immobilières,658483.00,42.00,25,#FFCA28,"0,7 M€",42 aides
"Activités spécialisées, scientifiques et techniques",562273.00,37.00,25,#FFA726,"0,6 M€",37 aides
Hébergement et restauration,408157.00,102.00,25,#26A69A,"0,4 M€",102 aides
Santé humaine et action sociale,313322.00,13.00,25,#E53935,"0,3 M€",13 aides
Transports et entreposage,227576.00,17.00,25,#26C6DA,"0,2 M€",17 aides
Activités de services administratifs et de soutien,155039.00,17.00,25,#FF7043,"0,2 M€",17 aides
Autres sections NAF,235235.00,38.00,25,#AAAAAA,"0,2 M€",38 aides
Commerce,2130735.00,135.00,47,#29B6F6,"2,1 M€",135 aides
Activités de services administratifs et de soutien,1164309.00,14.00,47,#FF7043,"1,2 M€",14 aides
Activités financières et d'assurance,1079229.00,24.00,47,#9CCC65,"1,1 M€",24 aides
Industrie manufacturière,883372.00,42.00,47,#AB47BC,"0,9 M€",42 aides
"Activités spécialisées, scientifiques et techniques",760045.00,33.00,47,#FFA726,"0,8 M€",33 aides
Construction,556177.00,42.00,47,#42A5F5,"0,6 M€",42 aides
Transports et entreposage,370267.00,14.00,47,#26C6DA,"0,4 M€",14 aides
Hébergement et restauration,357375.00,63.00,47,#26A69A,"0,4 M€",63 aides
Activités immobilières,189204.00,31.00,47,#FFCA28,"0,2 M€",31 aides
Non connu,95274.00,4.00,47,#AAAAAA,"0,1 M€",4 aides
Autres sections NAF,171123.00,42.00,47,#AAAAAA,"0,2 M€",42 aides
Commerce,12957738.00,425.00,44,#29B6F6,"13,0 M€",425 aides
Industrie manufacturière,7614597.00,156.00,44,#AB47BC,"7,6 M€",156 aides
Activités financières et d'assurance,5042088.00,128.00,44,#9CCC65,"5,0 M€",128 aides
"Activités spécialisées, scientifiques et techniques",4349384.00,256.00,44,#FFA726,"4,3 M€",256 aides
Construction,4036071.00,185.00,44,#42A5F5,"4,0 M€",185 aides
Santé humaine et action sociale,3925469.00,60.00,44,#E53935,"3,9 M€",60 aides
Hébergement et restauration,3092111.00,343.00,44,#26A69A,"3,1 M€",343 aides
Information et communication,2243621.00,55.00,44,#66BB6A,"2,2 M€",55 aides
Activités immobilières,2116677.00,152.00,44,#FFCA28,"2,1 M€",152 aides
"Arts, spectacles et activités récréatives",2009155.00,51.00,44,#8E24AA,"2,0 M€",51 aides
Autres sections NAF,4124034.00,300.00,44,#AAAAAA,"4,1 M€",300 aides
Industrie manufacturière,3480710.00,58.00,71,#AB47BC,"3,5 M€",58 aides
Commerce,2804437.00,120.00,71,#29B6F6,"2,8 M€",120 aides
Transports et entreposage,1674488.00,19.00,71,#26C6DA,"1,7 M€",19 aides
Santé humaine et action sociale,523399.00,17.00,71,#E53935,"0,5 M€",17 aides
Hébergement et restauration,501521.00,92.00,71,#26A69A,"0,5 M€",92 aides
Information et communication,447949.00,8.00,71,#66BB6A,"0,4 M€",8 aides
Activités immobilières,432438.00,44.00,71,#FFCA28,"0,4 M€",44 aides
"Activités spécialisées, scientifiques et techniques",419285.00,31.00,71,#FFA726,"0,4 M€",31 aides
Construction,240431.00,33.00,71,#42A5F5,"0,2 M€",33 aides
Activités financières et d'assurance,182965.00,12.00,71,#9CCC65,"0,2 M€",12 aides
Autres sections NAF,224405.00,46.00,71,#AAAAAA,"0,2 M€",46 aides
Commerce,4492918.00,192.00,45,#29B6F6,"4,5 M€",192 aides
Industrie manufacturière,3882940.00,73.00,45,#AB47BC,"3,9 M€",73 aides
Activités de services administratifs et de soutien,1986395.00,27.00,45,#FF7043,"2,0 M€",27 aides
Santé humaine et action sociale,1595937.00,31.00,45,#E53935,"1,6 M€",31 aides
Construction,1247730.00,81.00,45,#42A5F5,"1,2 M€",81 aides
"Activités spécialisées, scientifiques et techniques",1061415.00,72.00,45,#FFA726,"1,1 M€",72 aides
Transports et entreposage,739447.00,44.00,45,#26C6DA,"0,7 M€",44 aides
Hébergement et restauration,732563.00,121.00,45,#26A69A,"0,7 M€",121 aides
Information et communication,672952.00,21.00,45,#66BB6A,"0,7 M€",21 aides
Activités immobilières,601507.00,93.00,45,#FFCA28,"0,6 M€",93 aides
Autres sections NAF,1477970.00,112.00,45,#AAAAAA,"1,5 M€",112 aides
Information et communication,53788654.00,239.00,92,#66BB6A,"53,8 M€",239 aides
Transports et entreposage,45857381.00,155.00,92,#26C6DA,"45,9 M€",155 aides
"Activités spécialisées, scientifiques et techniques",40448127.00,485.00,92,#FFA726,"40,4 M€",485 aides
Commerce,35407896.00,398.00,92,#29B6F6,"35,4 M€",398 aides
Industrie manufacturière,23853809.00,73.00,92,#AB47BC,"23,9 M€",73 aides
Activités de services administratifs et de soutien,9546354.00,128.00,92,#FF7043,"9,5 M€",128 aides
Activités financières et d'assurance,8566259.00,107.00,92,#9CCC65,"8,6 M€",107 aides
Activités immobilières,7041347.00,134.00,92,#FFCA28,"7,0 M€",134 aides
Hébergement et restauration,6343592.00,358.00,92,#26A69A,"6,3 M€",358 aides
Construction,6167685.00,140.00,92,#42A5F5,"6,2 M€",140 aides
Autres sections NAF,5617492.00,416.00,92,#AAAAAA,"5,6 M€",416 aides
Industrie manufacturière,8427365.00,107.00,83,#AB47BC,"8,4 M€",107 aides
Commerce,7914404.00,486.00,83,#29B6F6,"7,9 M€",486 aides
Hébergement et restauration,3973970.00,384.00,83,#26A69A,"4,0 M€",384 aides
Construction,2373297.00,202.00,83,#42A5F5,"2,4 M€",202 aides
Santé humaine et action sociale,1961540.00,66.00,83,#E53935,"2,0 M€",66 aides
"Activités spécialisées, scientifiques et techniques",1816952.00,144.00,83,#FFA726,"1,8 M€",144 aides
Activités de services administratifs et de soutien,1273407.00,79.00,83,#FF7043,"1,3 M€",79 aides
Activités immobilières,1199239.00,164.00,83,#FFCA28,"1,2 M€",164 aides
Activités financières et d'assurance,1147975.00,80.00,83,#9CCC65,"1,1 M€",80 aides
Transports et entreposage,953381.00,48.00,83,#26C6DA,"1,0 M€",48 aides
Autres sections NAF,1100860.00,218.00,83,#AAAAAA,"1,1 M€",218 aides
Commerce,33863363.00,624.00,69,#29B6F6,"33,9 M€",624 aides
Industrie manufacturière,18767228.00,224.00,69,#AB47BC,"18,8 M€",224 aides
"Activités spécialisées, scientifiques et techniques",17023984.00,499.00,69,#FFA726,"17,0 M€",499 aides
Activités financières et d'assurance,11207742.00,164.00,69,#9CCC65,"11,2 M€",164 aides
Construction,8522515.00,230.00,69,#42A5F5,"8,5 M€",230 aides
Activités de services administratifs et de soutien,8472087.00,160.00,69,#FF7043,"8,5 M€",160 aides
Information et communication,8392217.00,131.00,69,#66BB6A,"8,4 M€",131 aides
Activités immobilières,5383375.00,211.00,69,#FFCA28,"5,4 M€",211 aides
Transports et entreposage,5268057.00,81.00,69,#26C6DA,"5,3 M€",81 aides
Hébergement et restauration,4882571.00,375.00,69,#26A69A,"4,9 M€",375 aides
Autres sections NAF,13128047.00,381.00,69,#AAAAAA,"13,1 M€",381 aides
Industrie manufacturière,631052.00,22.00,23,#AB47BC,"0,6 M€",22 aides
Commerce,277769.00,25.00,23,#29B6F6,"0,3 M€",25 aides
"Activités spécialisées, scientifiques et techniques",43753.00,8.00,23,#FFA726,"0,0 M€",8 aides
Construction,25742.00,5.00,23,#42A5F5,"0,0 M€",5 aides
Hébergement et restauration,22240.00,8.00,23,#26A69A,"0,0 M€",8 aides
Non connu,21055.00,6.00,23,#AAAAAA,"0,0 M€",6 aides
Santé humaine et action sociale,20651.00,6.00,23,#E53935,"0,0 M€",6 aides
Activités financières et d'assurance,11086.00,3.00,23,#9CCC65,"0,0 M€",3 aides
Activités immobilières,10749.00,5.00,23,#FFCA28,"0,0 M€",5 aides
"Agriculture, sylviculture et pêche",9804.00,3.00,23,#EF5350,"0,0 M€",3 aides
Industrie manufacturière,1759260.00,50.00,08,#AB47BC,"1,8 M€",50 aides
Commerce,444859.00,37.00,08,#29B6F6,"0,4 M€",37 aides
Santé humaine et action sociale,308797.00,7.00,08,#E53935,"0,3 M€",7 aides
Construction,266065.00,22.00,08,#42A5F5,"0,3 M€",22 aides
Activités financières et d'assurance,254637.00,5.00,08,#9CCC65,"0,3 M€",5 aides
Hébergement et restauration,162898.00,15.00,08,#26A69A,"0,2 M€",15 aides
"Arts, spectacles et activités récréatives",68456.00,4.00,08,#8E24AA,"0,1 M€",4 aides
Transports et entreposage,47524.00,5.00,08,#26C6DA,"0,0 M€",5 aides
"Agriculture, sylviculture et pêche",43249.00,3.00,08,#EF5350,"0,0 M€",3 aides
Activités immobilières,31419.00,10.00,08,#FFCA28,"0,0 M€",10 aides
Autres sections NAF,71590.00,17.00,08,#AAAAAA,"0,1 M€",17 aides
Commerce,5221249.00,289.00,57,#29B6F6,"5,2 M€",289 aides
Construction,2440212.00,136.00,57,#42A5F5,"2,4 M€",136 aides
Hébergement et restauration,1756279.00,177.00,57,#26A69A,"1,8 M€",177 aides
"Arts, spectacles et activités récréatives",1661527.00,23.00,57,#8E24AA,"1,7 M€",23 aides
Industrie manufacturière,1628190.00,76.00,57,#AB47BC,"1,6 M€",76 aides
Activités immobilières,1235419.00,113.00,57,#FFCA28,"1,2 M€",113 aides
"Activités spécialisées, scientifiques et techniques",1084898.00,85.00,57,#FFA726,"1,1 M€",85 aides
Activités financières et d'assurance,799885.00,43.00,57,#9CCC65,"0,8 M€",43 aides
Transports et entreposage,593190.00,27.00,57,#26C6DA,"0,6 M€",27 aides
Santé humaine et action sociale,567597.00,43.00,57,#E53935,"0,6 M€",43 aides
Autres sections NAF,1139568.00,134.00,57,#AAAAAA,"1,1 M€",134 aides
Industrie manufacturière,6393973.00,95.00,29,#AB47BC,"6,4 M€",95 aides
Commerce,5493541.00,190.00,29,#29B6F6,"5,5 M€",190 aides
Construction,3357604.00,101.00,29,#42A5F5,"3,4 M€",101 aides
Activités financières et d'assurance,2223673.00,46.00,29,#9CCC65,"2,2 M€",46 aides
Santé humaine et action sociale,2185556.00,28.00,29,#E53935,"2,2 M€",28 aides
Hébergement et restauration,2095778.00,162.00,29,#26A69A,"2,1 M€",162 aides
"Activités spécialisées, scientifiques et techniques",1099774.00,65.00,29,#FFA726,"1,1 M€",65 aides
Activités immobilières,1048040.00,91.00,29,#FFCA28,"1,0 M€",91 aides
Activités de services administratifs et de soutien,968655.00,37.00,29,#FF7043,"1,0 M€",37 aides
Information et communication,915515.00,14.00,29,#66BB6A,"0,9 M€",14 aides
Autres sections NAF,908968.00,87.00,29,#AAAAAA,"0,9 M€",87 aides
Information et communication,110836901.00,395.00,75,#66BB6A,"110,8 M€",395 aides
"Activités spécialisées, scientifiques et techniques",65051058.00,1062.00,75,#FFA726,"65,1 M€",1 062 aides
Commerce,55592370.00,898.00,75,#29B6F6,"55,6 M€",898 aides
Activités financières et d'assurance,51511286.00,362.00,75,#9CCC65,"51,5 M€",362 aides
Industrie manufacturière,50683978.00,175.00,75,#AB47BC,"50,7 M€",175 aides
Hébergement et restauration,25862074.00,859.00,75,#26A69A,"25,9 M€",859 aides
Activités de services administratifs et de soutien,21109782.00,250.00,75,#FF7043,"21,1 M€",250 aides
Activités immobilières,20646626.00,385.00,75,#FFCA28,"20,6 M€",385 aides
Enseignement,10056967.00,93.00,75,#00897B,"10,1 M€",93 aides
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",5314160.00,59.00,75,#7E57C2,"5,3 M€",59 aides
Autres sections NAF,24724189.00,547.00,75,#AAAAAA,"24,7 M€",547 aides
Commerce,8470372.00,340.00,74,#29B6F6,"8,5 M€",340 aides
Industrie manufacturière,5725763.00,132.00,74,#AB47BC,"5,7 M€",132 aides
Construction,3796222.00,156.00,74,#42A5F5,"3,8 M€",156 aides
Activités immobilières,3771281.00,152.00,74,#FFCA28,"3,8 M€",152 aides
Hébergement et restauration,3065136.00,299.00,74,#26A69A,"3,1 M€",299 aides
"Activités spécialisées, scientifiques et techniques",2422720.00,106.00,74,#FFA726,"2,4 M€",106 aides
Information et communication,1293040.00,32.00,74,#66BB6A,"1,3 M€",32 aides
Activités financières et d'assurance,1249799.00,67.00,74,#9CCC65,"1,2 M€",67 aides
Transports et entreposage,1092729.00,28.00,74,#26C6DA,"1,1 M€",28 aides
Santé humaine et action sociale,1004135.00,32.00,74,#E53935,"1,0 M€",32 aides
Autres sections NAF,1368968.00,151.00,74,#AAAAAA,"1,4 M€",151 aides
Commerce,3866590.00,101.00,72,#29B6F6,"3,9 M€",101 aides
Industrie manufacturière,2774291.00,64.00,72,#AB47BC,"2,8 M€",64 aides
Santé humaine et action sociale,1296560.00,13.00,72,#E53935,"1,3 M€",13 aides
Activités financières et d'assurance,960181.00,28.00,72,#9CCC65,"1,0 M€",28 aides
Activités de services administratifs et de soutien,754591.00,21.00,72,#FF7043,"0,8 M€",21 aides
Hébergement et restauration,657499.00,64.00,72,#26A69A,"0,7 M€",64 aides
Construction,640733.00,42.00,72,#42A5F5,"0,6 M€",42 aides
"Activités spécialisées, scientifiques et techniques",366255.00,28.00,72,#FFA726,"0,4 M€",28 aides
Enseignement,319426.00,11.00,72,#00897B,"0,3 M€",11 aides
Activités immobilières,228358.00,29.00,72,#FFCA28,"0,2 M€",29 aides
Autres sections NAF,305840.00,34.00,72,#AAAAAA,"0,3 M€",34 aides
Commerce,3701079.00,195.00,66,#29B6F6,"3,7 M€",195 aides
Hébergement et restauration,1759297.00,148.00,66,#26A69A,"1,8 M€",148 aides
Transports et entreposage,1724787.00,17.00,66,#26C6DA,"1,7 M€",17 aides
Santé humaine et action sociale,1277835.00,21.00,66,#E53935,"1,3 M€",21 aides
Activités immobilières,1163225.00,75.00,66,#FFCA28,"1,2 M€",75 aides
Industrie manufacturière,1069735.00,32.00,66,#AB47BC,"1,1 M€",32 aides
Construction,736902.00,60.00,66,#42A5F5,"0,7 M€",60 aides
Activités de services administratifs et de soutien,566436.00,23.00,66,#FF7043,"0,6 M€",23 aides
Activités financières et d'assurance,529586.00,23.00,66,#9CCC65,"0,5 M€",23 aides
"Arts, spectacles et activités récréatives",373341.00,18.00,66,#8E24AA,"0,4 M€",18 aides
Autres sections NAF,885559.00,109.00,66,#AAAAAA,"0,9 M€",109 aides
Industrie manufacturière,1539955.00,26.00,61,#AB47BC,"1,5 M€",26 aides
Commerce,849496.00,53.00,61,#29B6F6,"0,8 M€",53 aides
Construction,357672.00,26.00,61,#42A5F5,"0,4 M€",26 aides
"Arts, spectacles et activités récréatives",185462.00,7.00,61,#8E24AA,"0,2 M€",7 aides
"Activités spécialisées, scientifiques et techniques",184648.00,13.00,61,#FFA726,"0,2 M€",13 aides
Hébergement et restauration,157139.00,33.00,61,#26A69A,"0,2 M€",33 aides
Activités immobilières,141991.00,14.00,61,#FFCA28,"0,1 M€",14 aides
Activités financières et d'assurance,136371.00,12.00,61,#9CCC65,"0,1 M€",12 aides
Enseignement,94780.00,4.00,61,#00897B,"0,1 M€",4 aides
Transports et entreposage,58235.00,7.00,61,#26C6DA,"0,1 M€",7 aides
Autres sections NAF,102357.00,27.00,61,#AAAAAA,"0,1 M€",27 aides
Industrie manufacturière,2227052.00,43.00,24,#AB47BC,"2,2 M€",43 aides
Commerce,1325261.00,87.00,24,#29B6F6,"1,3 M€",87 aides
Construction,961902.00,38.00,24,#42A5F5,"1,0 M€",38 aides
Santé humaine et action sociale,479447.00,15.00,24,#E53935,"0,5 M€",15 aides
Hébergement et restauration,399650.00,88.00,24,#26A69A,"0,4 M€",88 aides
"Activités spécialisées, scientifiques et techniques",329467.00,20.00,24,#FFA726,"0,3 M€",20 aides
Activités financières et d'assurance,187055.00,16.00,24,#9CCC65,"0,2 M€",16 aides
Autres activités de services,181393.00,7.00,24,#5E35B1,"0,2 M€",7 aides
Activités de services administratifs et de soutien,175841.00,17.00,24,#FF7043,"0,2 M€",17 aides
Activités immobilières,160677.00,28.00,24,#FFCA28,"0,2 M€",28 aides
Autres sections NAF,369900.00,29.00,24,#AAAAAA,"0,4 M€",29 aides
Industrie manufacturière,8163574.00,33.00,89,#AB47BC,"8,2 M€",33 aides
Commerce,1003586.00,65.00,89,#29B6F6,"1,0 M€",65 aides
Santé humaine et action sociale,714641.00,15.00,89,#E53935,"0,7 M€",15 aides
Activités de services administratifs et de soutien,436826.00,13.00,89,#FF7043,"0,4 M€",13 aides
Construction,368690.00,19.00,89,#42A5F5,"0,4 M€",19 aides
Hébergement et restauration,171261.00,50.00,89,#26A69A,"0,2 M€",50 aides
Activités financières et d'assurance,160051.00,8.00,89,#9CCC65,"0,2 M€",8 aides
"Arts, spectacles et activités récréatives",156837.00,5.00,89,#8E24AA,"0,2 M€",5 aides
"Activités spécialisées, scientifiques et techniques",125031.00,10.00,89,#FFA726,"0,1 M€",10 aides
"Agriculture, sylviculture et pêche",94471.00,5.00,89,#EF5350,"0,1 M€",5 aides
Autres sections NAF,203675.00,29.00,89,#AAAAAA,"0,2 M€",29 aides
Industrie manufacturière,7233274.00,107.00,17,#AB47BC,"7,2 M€",107 aides
Commerce,4362250.00,260.00,17,#29B6F6,"4,4 M€",260 aides
Hébergement et restauration,2231442.00,235.00,17,#26A69A,"2,2 M€",235 aides
Construction,1431570.00,107.00,17,#42A5F5,"1,4 M€",107 aides
"Activités spécialisées, scientifiques et techniques",1316253.00,86.00,17,#FFA726,"1,3 M€",86 aides
Activités financières et d'assurance,1128680.00,45.00,17,#9CCC65,"1,1 M€",45 aides
"Arts, spectacles et activités récréatives",987034.00,26.00,17,#8E24AA,"1,0 M€",26 aides
"Agriculture, sylviculture et pêche",693181.00,23.00,17,#EF5350,"0,7 M€",23 aides
Activités immobilières,637661.00,84.00,17,#FFCA28,"0,6 M€",84 aides
Santé humaine et action sociale,609876.00,19.00,17,#E53935,"0,6 M€",19 aides
Autres sections NAF,1344201.00,161.00,17,#AAAAAA,"1,3 M€",161 aides
Industrie manufacturière,2818514.00,45.00,43,#AB47BC,"2,8 M€",45 aides
"Activités spécialisées, scientifiques et techniques",1182956.00,16.00,43,#FFA726,"1,2 M€",16 aides
Commerce,828022.00,84.00,43,#29B6F6,"0,8 M€",84 aides
Construction,824033.00,31.00,43,#42A5F5,"0,8 M€",31 aides
"Prod./dist. eau, assainissement, déchets, dépollution",189113.00,3.00,43,#5C6BC0,"0,2 M€",3 aides
