libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
Activités de services administratifs et de soutien,3428206.00,57.00,43,#FF7043,"3,4 M€",57 aides
Autres sections NAF,13417089.00,340.00,43,#AAAAAA,"13,4 M€",340 aides
Industrie manufacturière,138561237.00,320.00,16,#AB47BC,"138,6 M€",320 aides
Commerce,135094643.00,707.00,16,#29B6F6,"135,1 M€",707 aides
Construction,54934434.00,528.00,16,#42A5F5,"54,9 M€",528 aides
Activités financières et d'assurance,28691750.00,50.00,16,#9CCC65,"28,7 M€",50 aides
Hébergement et restauration,22379380.00,373.00,16,#26A69A,"22,4 M€",373 aides
"Activités spécialisées, scientifiques et techniques",13872242.00,164.00,16,#FFA726,"13,9 M€",164 aides
Transports et entreposage,11079168.00,68.00,16,#26C6DA,"11,1 M€",68 aides
"Agriculture, sylviculture et pêche",10268230.00,168.00,16,#EF5350,"10,3 M€",168 aides
Santé humaine et action sociale,9462561.00,164.00,16,#E53935,"9,5 M€",164 aides
"Arts, spectacles et activités récréatives",7734027.00,61.00,16,#8E24AA,"7,7 M€",61 aides
Autres sections NAF,26308236.00,429.00,16,#AAAAAA,"26,3 M€",429 aides
Commerce,321866497.00,1358.00,21,#29B6F6,"321,9 M€",1 358 aides
Industrie manufacturière,168738336.00,416.00,21,#AB47BC,"168,7 M€",416 aides
Construction,99533560.00,735.00,21,#42A5F5,"99,5 M€",735 aides
"Activités spécialisées, scientifiques et techniques",92754521.00,396.00,21,#FFA726,"92,8 M€",396 aides
Hébergement et restauration,73418980.00,870.00,21,#26A69A,"73,4 M€",870 aides
Activités financières et d'assurance,72874320.00,96.00,21,#9CCC65,"72,9 M€",96 aides
"Agriculture, sylviculture et pêche",44190033.00,373.00,21,#EF5350,"44,2 M€",373 aides
Information et communication,22192039.00,97.00,21,#66BB6A,"22,2 M€",97 aides
Activités de services administratifs et de soutien,21069009.00,205.00,21,#FF7043,"21,1 M€",205 aides
Santé humaine et action sociale,17624304.00,371.00,21,#E53935,"17,6 M€",371 aides
Autres sections NAF,56209720.00,796.00,21,#AAAAAA,"56,2 M€",796 aides
Commerce,92415444.00,593.00,82,#29B6F6,"92,4 M€",593 aides
Activités financières et d'assurance,59746497.00,28.00,82,#9CCC65,"59,7 M€",28 aides
Industrie manufacturière,52927693.00,182.00,82,#AB47BC,"52,9 M€",182 aides
"Activités spécialisées, scientifiques et techniques",32103850.00,169.00,82,#FFA726,"32,1 M€",169 aides
Construction,31295053.00,369.00,82,#42A5F5,"31,3 M€",369 aides
Hébergement et restauration,18385921.00,311.00,82,#26A69A,"18,4 M€",311 aides
"Agriculture, sylviculture et pêche",10115027.00,119.00,82,#EF5350,"10,1 M€",119 aides
Santé humaine et action sociale,10020771.00,167.00,82,#E53935,"10,0 M€",167 aides
Transports et entreposage,9076200.00,70.00,82,#26C6DA,"9,1 M€",70 aides
Activités de services administratifs et de soutien,5411142.00,69.00,82,#FF7043,"5,4 M€",69 aides
Autres sections NAF,16324611.00,318.00,82,#AAAAAA,"16,3 M€",318 aides
Industrie manufacturière,92150438.00,148.00,58,#AB47BC,"92,2 M€",148 aides
Commerce,42957965.00,407.00,58,#29B6F6,"43,0 M€",407 aides
Construction,16476084.00,249.00,58,#42A5F5,"16,5 M€",249 aides
Hébergement et restauration,14350985.00,265.00,58,#26A69A,"14,4 M€",265 aides
"Agriculture, sylviculture et pêche",13658924.00,113.00,58,#EF5350,"13,7 M€",113 aides
Transports et entreposage,12487598.00,54.00,58,#26C6DA,"12,5 M€",54 aides
"Activités spécialisées, scientifiques et techniques",7445256.00,76.00,58,#FFA726,"7,4 M€",76 aides
Activités de services administratifs et de soutien,7240698.00,48.00,58,#FF7043,"7,2 M€",48 aides
Activités financières et d'assurance,5959250.00,21.00,58,#9CCC65,"6,0 M€",21 aides
Santé humaine et action sociale,5246040.00,115.00,58,#E53935,"5,2 M€",115 aides
Autres sections NAF,12585138.00,251.00,58,#AAAAAA,"12,6 M€",251 aides
Commerce,69662808.00,381.00,15,#29B6F6,"69,7 M€",381 aides
Industrie manufacturière,41353502.00,86.00,15,#AB47BC,"41,4 M€",86 aides
Construction,18988320.00,195.00,15,#42A5F5,"19,0 M€",195 aides
Activités financières et d'assurance,17199000.00,26.00,15,#9CCC65,"17,2 M€",26 aides
Hébergement et restauration,12115600.00,256.00,15,#26A69A,"12,1 M€",256 aides
Transports et entreposage,11647200.00,36.00,15,#26C6DA,"11,6 M€",36 aides
"Activités spécialisées, scientifiques et techniques",5177467.00,56.00,15,#FFA726,"5,2 M€",56 aides
Activités de services administratifs et de soutien,4926000.00,28.00,15,#FF7043,"4,9 M€",28 aides
Santé humaine et action sociale,4679050.00,65.00,15,#E53935,"4,7 M€",65 aides
"Agriculture, sylviculture et pêche",3325954.00,81.00,15,#EF5350,"3,3 M€",81 aides
Autres sections NAF,4885048.00,132.00,15,#AAAAAA,"4,9 M€",132 aides
Commerce,384060741.00,1923.00,76,#29B6F6,"384,1 M€",1 923 aides
Industrie manufacturière,217410251.00,656.00,76,#AB47BC,"217,4 M€",656 aides
Activités financières et d'assurance,166731219.00,179.00,76,#9CCC65,"166,7 M€",179 aides
Construction,159155377.00,1169.00,76,#42A5F5,"159,2 M€",1 169 aides
Transports et entreposage,117926621.00,278.00,76,#26C6DA,"117,9 M€",278 aides
Hébergement et restauration,98255014.00,1440.00,76,#26A69A,"98,3 M€",1 440 aides
"Activités spécialisées, scientifiques et techniques",97267225.00,730.00,76,#FFA726,"97,3 M€",730 aides
Santé humaine et action sociale,44417770.00,611.00,76,#E53935,"44,4 M€",611 aides
Activités de services administratifs et de soutien,37903517.00,264.00,76,#FF7043,"37,9 M€",264 aides
Autres activités de services,35159739.00,648.00,76,#5E35B1,"35,2 M€",648 aides
Autres sections NAF,115515534.00,1135.00,76,#AAAAAA,"115,5 M€",1 135 aides
Commerce,34712169.00,273.00,90,#29B6F6,"34,7 M€",273 aides
Industrie manufacturière,26614770.00,88.00,90,#AB47BC,"26,6 M€",88 aides
Construction,15849086.00,183.00,90,#42A5F5,"15,8 M€",183 aides
Hébergement et restauration,8786035.00,143.00,90,#26A69A,"8,8 M€",143 aides
"Activités spécialisées, scientifiques et techniques",8562669.00,96.00,90,#FFA726,"8,6 M€",96 aides
Santé humaine et action sociale,4543634.00,67.00,90,#E53935,"4,5 M€",67 aides
Transports et entreposage,4203166.00,24.00,90,#26C6DA,"4,2 M€",24 aides
Activités de services administratifs et de soutien,3499747.00,36.00,90,#FF7043,"3,5 M€",36 aides
Activités immobilières,2488500.00,27.00,90,#FFCA28,"2,5 M€",27 aides
"Arts, spectacles et activités récréatives",2398091.00,25.00,90,#8E24AA,"2,4 M€",25 aides
Autres sections NAF,6875899.00,144.00,90,#AAAAAA,"6,9 M€",144 aides
Industrie manufacturière,246510810.00,271.00,41,#AB47BC,"246,5 M€",271 aides
Commerce,94526391.00,614.00,41,#29B6F6,"94,5 M€",614 aides
Construction,42255226.00,394.00,41,#42A5F5,"42,3 M€",394 aides
Hébergement et restauration,28541646.00,430.00,41,#26A69A,"28,5 M€",430 aides
Activités financières et d'assurance,23294000.00,37.00,41,#9CCC65,"23,3 M€",37 aides
"Arts, spectacles et activités récréatives",17677405.00,58.00,41,#8E24AA,"17,7 M€",58 aides
"Activités spécialisées, scientifiques et techniques",12720990.00,139.00,41,#FFA726,"12,7 M€",139 aides
"Agriculture, sylviculture et pêche",12185243.00,145.00,41,#EF5350,"12,2 M€",145 aides
Santé humaine et action sociale,9425361.00,148.00,41,#E53935,"9,4 M€",148 aides
Activités de services administratifs et de soutien,7561511.00,76.00,41,#FF7043,"7,6 M€",76 aides
Autres sections NAF,22742941.00,350.00,41,#AAAAAA,"22,7 M€",350 aides
