libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
Industrie manufacturière,582253.00,647.00,43,#AB47BC,"0,6 M€",647 aides
Hébergement et restauration,511727.00,628.00,43,#26A69A,"0,5 M€",628 aides
Autres activités de services,381871.00,523.00,43,#5E35B1,"0,4 M€",523 aides
Non connu,215681.00,200.00,43,#AAAAAA,"0,2 M€",200 aides
Transports et entreposage,161207.00,153.00,43,#26C6DA,"0,2 M€",153 aides
Activités immobilières,151998.00,148.00,43,#FFCA28,"0,2 M€",148 aides
Activités de services administratifs et de soutien,77872.00,122.00,43,#FF7043,"0,1 M€",122 aides
"Activités spécialisées, scientifiques et techniques",74314.00,107.00,43,#FFA726,"0,1 M€",107 aides
Autres sections NAF,289342.00,394.00,43,#AAAAAA,"0,3 M€",394 aides
Construction,1694685.00,1878.00,16,#42A5F5,"1,7 M€",1 878 aides
Commerce,1304202.00,1678.00,16,#29B6F6,"1,3 M€",1 678 aides
Autres activités de services,618947.00,918.00,16,#5E35B1,"0,6 M€",918 aides
Industrie manufacturière,595043.00,739.00,16,#AB47BC,"0,6 M€",739 aides
Hébergement et restauration,486038.00,650.00,16,#26A69A,"0,5 M€",650 aides
Non connu,370221.00,342.00,16,#AAAAAA,"0,4 M€",342 aides
Activités immobilières,175346.00,184.00,16,#FFCA28,"0,2 M€",184 aides
Transports et entreposage,165319.00,165.00,16,#26C6DA,"0,2 M€",165 aides
Activités de services administratifs et de soutien,153983.00,322.00,16,#FF7043,"0,2 M€",322 aides
"Activités spécialisées, scientifiques et techniques",115275.00,183.00,16,#FFA726,"0,1 M€",183 aides
Autres sections NAF,348300.00,551.00,16,#AAAAAA,"0,3 M€",551 aides
Construction,2188205.00,2184.00,21,#42A5F5,"2,2 M€",2 184 aides
Commerce,2074748.00,2453.00,21,#29B6F6,"2,1 M€",2 453 aides
Hébergement et restauration,811622.00,921.00,21,#26A69A,"0,8 M€",921 aides
Autres activités de services,800707.00,1063.00,21,#5E35B1,"0,8 M€",1 063 aides
Industrie manufacturière,728112.00,866.00,21,#AB47BC,"0,7 M€",866 aides
Non connu,471335.00,429.00,21,#AAAAAA,"0,5 M€",429 aides
Transports et entreposage,345766.00,354.00,21,#26C6DA,"0,3 M€",354 aides
Activités immobilières,339678.00,340.00,21,#FFCA28,"0,3 M€",340 aides
Activités de services administratifs et de soutien,300317.00,418.00,21,#FF7043,"0,3 M€",418 aides
"Activités spécialisées, scientifiques et techniques",252208.00,364.00,21,#FFA726,"0,3 M€",364 aides
Autres sections NAF,581991.00,847.00,21,#AAAAAA,"0,6 M€",847 aides
Construction,1236198.00,1365.00,82,#42A5F5,"1,2 M€",1 365 aides
Commerce,964488.00,1186.00,82,#29B6F6,"1,0 M€",1 186 aides
Autres activités de services,417604.00,625.00,82,#5E35B1,"0,4 M€",625 aides
Industrie manufacturière,316865.00,419.00,82,#AB47BC,"0,3 M€",419 aides
Non connu,313063.00,306.00,82,#AAAAAA,"0,3 M€",306 aides
Hébergement et restauration,260299.00,369.00,82,#26A69A,"0,3 M€",369 aides
Activités de services administratifs et de soutien,157074.00,244.00,82,#FF7043,"0,2 M€",244 aides
Transports et entreposage,125837.00,122.00,82,#26C6DA,"0,1 M€",122 aides
Activités immobilières,120556.00,138.00,82,#FFCA28,"0,1 M€",138 aides
"Activités spécialisées, scientifiques et techniques",107474.00,149.00,82,#FFA726,"0,1 M€",149 aides
Autres sections NAF,254384.00,403.00,82,#AAAAAA,"0,3 M€",403 aides
Construction,771872.00,800.00,58,#42A5F5,"0,8 M€",800 aides
Commerce,607133.00,773.00,58,#29B6F6,"0,6 M€",773 aides
Hébergement et restauration,373012.00,439.00,58,#26A69A,"0,4 M€",439 aides
Autres activités de services,312966.00,416.00,58,#5E35B1,"0,3 M€",416 aides
Industrie manufacturière,307193.00,373.00,58,#AB47BC,"0,3 M€",373 aides
Non connu,128678.00,117.00,58,#AAAAAA,"0,1 M€",117 aides
Transports et entreposage,120634.00,110.00,58,#26C6DA,"0,1 M€",110 aides
Activités immobilières,79211.00,86.00,58,#FFCA28,"0,1 M€",86 aides
Activités de services administratifs et de soutien,62067.00,100.00,58,#FF7043,"0,1 M€",100 aides
"Activités spécialisées, scientifiques et techniques",51875.00,77.00,58,#FFA726,"0,1 M€",77 aides
Autres sections NAF,168034.00,260.00,58,#AAAAAA,"0,2 M€",260 aides
Construction,757486.00,784.00,15,#42A5F5,"0,8 M€",784 aides
Commerce,668803.00,751.00,15,#29B6F6,"0,7 M€",751 aides
Hébergement et restauration,431446.00,501.00,15,#26A69A,"0,4 M€",501 aides
Industrie manufacturière,271043.00,330.00,15,#AB47BC,"0,3 M€",330 aides
Autres activités de services,253080.00,333.00,15,#5E35B1,"0,3 M€",333 aides
Non connu,150023.00,134.00,15,#AAAAAA,"0,2 M€",134 aides
Transports et entreposage,123092.00,113.00,15,#26C6DA,"0,1 M€",113 aides
Activités immobilières,92716.00,87.00,15,#FFCA28,"0,1 M€",87 aides
Activités de services administratifs et de soutien,41843.00,62.00,15,#FF7043,"0,0 M€",62 aides
"Activités spécialisées, scientifiques et techniques",30074.00,51.00,15,#FFA726,"0,0 M€",51 aides
Autres sections NAF,136997.00,184.00,15,#AAAAAA,"0,1 M€",184 aides
Commerce,3444646.00,4320.00,76,#29B6F6,"3,4 M€",4 320 aides
Construction,3211212.00,3275.00,76,#42A5F5,"3,2 M€",3 275 aides
Autres activités de services,1552474.00,2240.00,76,#5E35B1,"1,6 M€",2 240 aides
Hébergement et restauration,1529607.00,1673.00,76,#26A69A,"1,5 M€",1 673 aides
Industrie manufacturière,1453276.00,1617.00,76,#AB47BC,"1,5 M€",1 617 aides
Non connu,747930.00,679.00,76,#AAAAAA,"0,7 M€",679 aides
Transports et entreposage,662349.00,695.00,76,#26C6DA,"0,7 M€",695 aides
Activités immobilières,569986.00,598.00,76,#FFCA28,"0,6 M€",598 aides
"Activités spécialisées, scientifiques et techniques",447992.00,667.00,76,#FFA726,"0,4 M€",667 aides
Activités de services administratifs et de soutien,373242.00,578.00,76,#FF7043,"0,4 M€",578 aides
Autres sections NAF,940927.00,1399.00,76,#AAAAAA,"0,9 M€",1 399 aides
Construction,356803.00,380.00,90,#42A5F5,"0,4 M€",380 aides
Commerce,332660.00,428.00,90,#29B6F6,"0,3 M€",428 aides
Autres activités de services,198687.00,258.00,90,#5E35B1,"0,2 M€",258 aides
Hébergement et restauration,150114.00,177.00,90,#26A69A,"0,2 M€",177 aides
Industrie manufacturière,133230.00,150.00,90,#AB47BC,"0,1 M€",150 aides
Non connu,80470.00,79.00,90,#AAAAAA,"0,1 M€",79 aides
Activités immobilières,50078.00,50.00,90,#FFCA28,"0,1 M€",50 aides
Transports et entreposage,50002.00,52.00,90,#26C6DA,"0,1 M€",52 aides
Activités de services administratifs et de soutien,40550.00,57.00,90,#FF7043,"0,0 M€",57 aides
"Activités spécialisées, scientifiques et techniques",39114.00,67.00,90,#FFA726,"0,0 M€",67 aides
Autres sections NAF,104137.00,138.00,90,#AAAAAA,"0,1 M€",138 aides
Construction,1423822.00,1428.00,41,#42A5F5,"1,4 M€",1 428 aides
Commerce,1111270.00,1438.00,41,#29B6F6,"1,1 M€",1 438 aides
Hébergement et restauration,586467.00,670.00,41,#26A69A,"0,6 M€",670 aides
Industrie manufacturière,583415.00,668.00,41,#AB47BC,"0,6 M€",668 aides
Autres activités de services,536900.00,726.00,41,#5E35B1,"0,5 M€",726 aides
Non connu,384222.00,354.00,41,#AAAAAA,"0,4 M€",354 aides
Activités immobilières,159734.00,177.00,41,#FFCA28,"0,2 M€",177 aides
Transports et entreposage,156379.00,145.00,41,#26C6DA,"0,2 M€",145 aides
Activités de services administratifs et de soutien,126292.00,195.00,41,#FF7043,"0,1 M€",195 aides
"Activités spécialisées, scientifiques et techniques",122471.00,177.00,41,#FFA726,"0,1 M€",177 aides
Autres sections NAF,285529.00,440.00,41,#AAAAAA,"0,3 M€",440 aides
