mois,nombre_demandes_deposees,nombre_heures_demandees,nombre_salaries_concernes,libelle,reg,color,nombre_demandes_deposees_fr,nombre_heures_demandees_fr,nombre_salaries_concernes_fr
2020-10,2130.0,134520.0,6355.0,Commerce,27,#006064,2 130 demandes,134 520 heures,6 355 salariés
2020-11,4830.0,1437980.0,19125.0,Commerce,27,#006064,4 830 demandes,1 437 980 heures,19 125 salariés
2020-12,2125.0,400720.0,7220.0,Commerce,27,#006064,2 125 demandes,400 720 heures,7 220 salariés
2021-01,1345.0,197955.0,4150.0,Commerce,27,#006064,1 345 demandes,197 955 heures,4 150 salariés
2020-03,4190.0,1448070.0,38970.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,4 190 demandes,1 448 070 heures,38 970 salariés
2020-04,4990.0,3203515.0,40800.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,4 990 demandes,3 203 515 heures,40 800 salariés
2020-05,4515.0,1668340.0,31305.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,4 515 demandes,1 668 340 heures,31 305 salariés
2020-06,2225.0,789290.0,12965.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,2 225 demandes,789 290 heures,12 965 salariés
2020-07,1340.0,460955.0,7465.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,1 340 demandes,460 955 heures,7 465 salariés
2020-08,895.0,198730.0,4055.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,895 demandes,198 730 heures,4 055 salariés
2020-09,865.0,231075.0,4045.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,865 demandes,231 075 heures,4 045 salariés
2020-10,730.0,179110.0,3290.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,730 demandes,179 110 heures,3 290 salariés
2020-11,1255.0,350260.0,6030.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,1 255 demandes,350 260 heures,6 030 salariés
2020-12,1005.0,274680.0,4455.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,1 005 demandes,274 680 heures,4 455 salariés
2021-01,540.0,167655.0,2500.0,Act. scientif. et tech. ; services admin. et de soutien,27,#FF8F00,540 demandes,167 655 heures,2 500 salariés
2020-03,3985.0,704000.0,15260.0,Autres activités de services,27,#F4511E,3 985 demandes,704 000 heures,15 260 salariés
2020-04,4665.0,1822260.0,18265.0,Autres activités de services,27,#F4511E,4 665 demandes,1 822 260 heures,18 265 salariés
2020-05,4490.0,941860.0,17180.0,Autres activités de services,27,#F4511E,4 490 demandes,941 860 heures,17 180 salariés
2020-06,2045.0,444370.0,8285.0,Autres activités de services,27,#F4511E,2 045 demandes,444 370 heures,8 285 salariés
2020-07,1125.0,189955.0,3940.0,Autres activités de services,27,#F4511E,1 125 demandes,189 955 heures,3 940 salariés
2020-08,610.0,100015.0,2045.0,Autres activités de services,27,#F4511E,610 demandes,100 015 heures,2 045 salariés
2020-09,600.0,94550.0,1845.0,Autres activités de services,27,#F4511E,600 demandes,94 550 heures,1 845 salariés
2020-10,2145.0,153970.0,5860.0,Autres activités de services,27,#F4511E,2 145 demandes,153 970 heures,5 860 salariés
2020-11,3715.0,962865.0,11410.0,Autres activités de services,27,#F4511E,3 715 demandes,962 865 heures,11 410 salariés
2020-12,1890.0,451675.0,6655.0,Autres activités de services,27,#F4511E,1 890 demandes,451 675 heures,6 655 salariés
2021-01,1320.0,258055.0,4330.0,Autres activités de services,27,#F4511E,1 320 demandes,258 055 heures,4 330 salariés
2020-03,2285.0,1605070.0,36450.0,Fabrication d'autres produits indus.,27,#5C6BC0,2 285 demandes,1 605 070 heures,36 450 salariés
2020-04,2600.0,3955680.0,45515.0,Fabrication d'autres produits indus.,27,#5C6BC0,2 600 demandes,3 955 680 heures,45 515 salariés
2020-05,2410.0,2047915.0,36200.0,Fabrication d'autres produits indus.,27,#5C6BC0,2 410 demandes,2 047 915 heures,36 200 salariés
2020-06,1425.0,1026665.0,21010.0,Fabrication d'autres produits indus.,27,#5C6BC0,1 425 demandes,1 026 665 heures,21 010 salariés
2020-07,995.0,594085.0,14950.0,Fabrication d'autres produits indus.,27,#5C6BC0,995 demandes,594 085 heures,14 950 salariés
2020-08,585.0,168860.0,5730.0,Fabrication d'autres produits indus.,27,#5C6BC0,585 demandes,168 860 heures,5 730 salariés
2020-09,725.0,340320.0,9350.0,Fabrication d'autres produits indus.,27,#5C6BC0,725 demandes,340 320 heures,9 350 salariés
2020-10,540.0,241510.0,6660.0,Fabrication d'autres produits indus.,27,#5C6BC0,540 demandes,241 510 heures,6 660 salariés
2020-11,710.0,251865.0,6560.0,Fabrication d'autres produits indus.,27,#5C6BC0,710 demandes,251 865 heures,6 560 salariés
2020-12,585.0,212985.0,5420.0,Fabrication d'autres produits indus.,27,#5C6BC0,585 demandes,212 985 heures,5 420 salariés
2021-01,350.0,115975.0,2750.0,Fabrication d'autres produits indus.,27,#5C6BC0,350 demandes,115 975 heures,2 750 salariés
2020-03,7470.0,2458350.0,60795.0,Autres sections NACE 17,27,#AAAAAA,7 470 demandes,2 458 350 heures,60 795 salariés
2020-04,9140.0,7101970.0,86145.0,Autres sections NACE 17,27,#AAAAAA,9 140 demandes,7 101 970 heures,86 145 salariés
2020-05,8735.0,3944300.0,74785.0,Autres sections NACE 17,27,#AAAAAA,8 735 demandes,3 944 300 heures,74 785 salariés
2020-06,3900.0,1520565.0,33445.0,Autres sections NACE 17,27,#AAAAAA,3 900 demandes,1 520 565 heures,33 445 salariés
2020-07,1980.0,687495.0,16230.0,Autres sections NACE 17,27,#AAAAAA,1 980 demandes,687 495 heures,16 230 salariés
2020-08,1110.0,269015.0,7760.0,Autres sections NACE 17,27,#AAAAAA,1 110 demandes,269 015 heures,7 760 salariés
2020-09,955.0,302590.0,8345.0,Autres sections NACE 17,27,#AAAAAA,955 demandes,302 590 heures,8 345 salariés
2020-10,900.0,215195.0,6520.0,Autres sections NACE 17,27,#AAAAAA,900 demandes,215 195 heures,6 520 salariés
2020-11,2550.0,651305.0,13595.0,Autres sections NACE 17,27,#AAAAAA,2 550 demandes,651 305 heures,13 595 salariés
2020-12,1730.0,365275.0,7900.0,Autres sections NACE 17,27,#AAAAAA,1 730 demandes,365 275 heures,7 900 salariés
2021-01,895.0,165925.0,3350.0,Autres sections NACE 17,27,#AAAAAA,895 demandes,165 925 heures,3 350 salariés
2020-03,7025.0,1902830.0,34985.0,Hébergement et restauration,53,#388E3C,7 025 demandes,1 902 830 heures,34 985 salariés
2020-04,7585.0,4630785.0,39015.0,Hébergement et restauration,53,#388E3C,7 585 demandes,4 630 785 heures,39 015 salariés
2020-05,7265.0,3354415.0,35930.0,Hébergement et restauration,53,#388E3C,7 265 demandes,3 354 415 heures,35 930 salariés
2020-06,4500.0,1134600.0,20415.0,Hébergement et restauration,53,#388E3C,4 500 demandes,1 134 600 heures,20 415 salariés
2020-07,2685.0,513415.0,10035.0,Hébergement et restauration,53,#388E3C,2 685 demandes,513 415 heures,10 035 salariés
2020-08,1715.0,269625.0,5860.0,Hébergement et restauration,53,#388E3C,1 715 demandes,269 625 heures,5 860 salariés
2020-09,1870.0,303335.0,6725.0,Hébergement et restauration,53,#388E3C,1 870 demandes,303 335 heures,6 725 salariés
2020-10,4575.0,493690.0,17785.0,Hébergement et restauration,53,#388E3C,4 575 demandes,493 690 heures,17 785 salariés
2020-11,6600.0,2854095.0,30890.0,Hébergement et restauration,53,#388E3C,6 600 demandes,2 854 095 heures,30 890 salariés
2020-12,6615.0,3042250.0,28760.0,Hébergement et restauration,53,#388E3C,6 615 demandes,3 042 250 heures,28 760 salariés
2021-01,5165.0,2117785.0,22495.0,Hébergement et restauration,53,#388E3C,5 165 demandes,2 117 785 heures,22 495 salariés
2020-03,11505.0,2809970.0,56015.0,Commerce,53,#006064,11 505 demandes,2 809 970 heures,56 015 salariés
2020-04,12990.0,7351795.0,69510.0,Commerce,53,#006064,12 990 demandes,7 351 795 heures,69 510 salariés
2020-05,12130.0,2682390.0,55070.0,Commerce,53,#006064,12 130 demandes,2 682 390 heures,55 070 salariés
2020-06,4425.0,675905.0,14400.0,Commerce,53,#006064,4 425 demandes,675 905 heures,14 400 salariés
2020-07,1705.0,224480.0,4980.0,Commerce,53,#006064,1 705 demandes,224 480 heures,4 980 salariés
2020-08,760.0,91055.0,2030.0,Commerce,53,#006064,760 demandes,91 055 heures,2 030 salariés
2020-09,650.0,83320.0,1985.0,Commerce,53,#006064,650 demandes,83 320 heures,1 985 salariés
2020-10,2755.0,142430.0,7980.0,Commerce,53,#006064,2 755 demandes,142 430 heures,7 980 salariés
2020-11,6365.0,1904080.0,25350.0,Commerce,53,#006064,6 365 demandes,1 904 080 heures,25 350 salariés
2020-12,2145.0,436510.0,8080.0,Commerce,53,#006064,2 145 demandes,436 510 heures,8 080 salariés
2021-01,1350.0,207105.0,4275.0,Commerce,53,#006064,1 350 demandes,207 105 heures,4 275 salariés
2020-03,5545.0,1700970.0,44970.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,5 545 demandes,1 700 970 heures,44 970 salariés
2020-04,6800.0,3829055.0,49540.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,6 800 demandes,3 829 055 heures,49 540 salariés
2020-05,6175.0,1860960.0,37365.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,6 175 demandes,1 860 960 heures,37 365 salariés
2020-06,2945.0,743260.0,13790.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,2 945 demandes,743 260 heures,13 790 salariés
2020-07,1600.0,373365.0,6730.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,1 600 demandes,373 365 heures,6 730 salariés
2020-08,1045.0,190665.0,4030.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,1 045 demandes,190 665 heures,4 030 salariés
2020-09,940.0,239195.0,3760.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,940 demandes,239 195 heures,3 760 salariés
2020-10,920.0,194110.0,3695.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,920 demandes,194 110 heures,3 695 salariés
2020-11,1765.0,498300.0,8585.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,1 765 demandes,498 300 heures,8 585 salariés
2020-12,1360.0,363045.0,5825.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,1 360 demandes,363 045 heures,5 825 salariés
2021-01,755.0,200090.0,2995.0,Act. scientif. et tech. ; services admin. et de soutien,53,#FF8F00,755 demandes,200 090 heures,2 995 salariés
2020-03,5170.0,900440.0,19885.0,Autres activités de services,53,#F4511E,5 170 demandes,900 440 heures,19 885 salariés
2020-04,6140.0,2342975.0,24600.0,Autres activités de services,53,#F4511E,6 140 demandes,2 342 975 heures,24 600 salariés
2020-05,5930.0,1226720.0,23390.0,Autres activités de services,53,#F4511E,5 930 demandes,1 226 720 heures,23 390 salariés
2020-06,2740.0,533570.0,11180.0,Autres activités de services,53,#F4511E,2 740 demandes,533 570 heures,11 180 salariés
2020-07,1260.0,203015.0,4485.0,Autres activités de services,53,#F4511E,1 260 demandes,203 015 heures,4 485 salariés
2020-08,680.0,102810.0,2270.0,Autres activités de services,53,#F4511E,680 demandes,102 810 heures,2 270 salariés
2020-09,660.0,94655.0,2050.0,Autres activités de services,53,#F4511E,660 demandes,94 655 heures,2 050 salariés
2020-10,2580.0,164150.0,7130.0,Autres activités de services,53,#F4511E,2 580 demandes,164 150 heures,7 130 salariés
2020-11,5100.0,1320600.0,16650.0,Autres activités de services,53,#F4511E,5 100 demandes,1 320 600 heures,16 650 salariés
2020-12,2680.0,587390.0,9805.0,Autres activités de services,53,#F4511E,2 680 demandes,587 390 heures,9 805 salariés
2021-01,1735.0,361835.0,6195.0,Autres activités de services,53,#F4511E,1 735 demandes,361 835 heures,6 195 salariés
2020-03,1955.0,990420.0,22830.0,Fabrication d'autres produits indus.,53,#5C6BC0,1 955 demandes,990 420 heures,22 830 salariés
2020-04,2185.0,2377740.0,28415.0,Fabrication d'autres produits indus.,53,#5C6BC0,2 185 demandes,2 377 740 heures,28 415 salariés
2020-05,1960.0,1023075.0,19695.0,Fabrication d'autres produits indus.,53,#5C6BC0,1 960 demandes,1 023 075 heures,19 695 salariés
2020-06,955.0,396215.0,9600.0,Fabrication d'autres produits indus.,53,#5C6BC0,955 demandes,396 215 heures,9 600 salariés
2020-07,480.0,152435.0,3740.0,Fabrication d'autres produits indus.,53,#5C6BC0,480 demandes,152 435 heures,3 740 salariés
2020-08,255.0,53800.0,1745.0,Fabrication d'autres produits indus.,53,#5C6BC0,255 demandes,53 800 heures,1 745 salariés
2020-09,285.0,87375.0,3005.0,Fabrication d'autres produits indus.,53,#5C6BC0,285 demandes,87 375 heures,3 005 salariés
2020-10,270.0,80220.0,2525.0,Fabrication d'autres produits indus.,53,#5C6BC0,270 demandes,80 220 heures,2 525 salariés
2020-11,500.0,159235.0,3450.0,Fabrication d'autres produits indus.,53,#5C6BC0,500 demandes,159 235 heures,3 450 salariés
2020-12,345.0,104615.0,2700.0,Fabrication d'autres produits indus.,53,#5C6BC0,345 demandes,104 615 heures,2 700 salariés
2021-01,190.0,54810.0,1390.0,Fabrication d'autres produits indus.,53,#5C6BC0,190 demandes,54 810 heures,1 390 salariés
2020-03,9505.0,2609660.0,66205.0,Autres sections NACE 17,53,#AAAAAA,9 505 demandes,2 609 660 heures,66 205 salariés
2020-04,11725.0,7234230.0,91300.0,Autres sections NACE 17,53,#AAAAAA,11 725 demandes,7 234 230 heures,91 300 salariés
2020-05,11210.0,4021570.0,80955.0,Autres sections NACE 17,53,#AAAAAA,11 210 demandes,4 021 570 heures,80 955 salariés
2020-06,4735.0,1521530.0,32525.0,Autres sections NACE 17,53,#AAAAAA,4 735 demandes,1 521 530 heures,32 525 salariés
2020-07,2315.0,603395.0,13895.0,Autres sections NACE 17,53,#AAAAAA,2 315 demandes,603 395 heures,13 895 salariés
2020-08,1230.0,277285.0,6300.0,Autres sections NACE 17,53,#AAAAAA,1 230 demandes,277 285 heures,6 300 salariés
2020-09,1010.0,316095.0,6135.0,Autres sections NACE 17,53,#AAAAAA,1 010 demandes,316 095 heures,6 135 salariés
2020-10,1225.0,296240.0,6225.0,Autres sections NACE 17,53,#AAAAAA,1 225 demandes,296 240 heures,6 225 salariés
2020-11,3540.0,1009165.0,15950.0,Autres sections NACE 17,53,#AAAAAA,3 540 demandes,1 009 165 heures,15 950 salariés
2020-12,2165.0,566055.0,10150.0,Autres sections NACE 17,53,#AAAAAA,2 165 demandes,566 055 heures,10 150 salariés
2021-01,1110.0,222560.0,4355.0,Autres sections NACE 17,53,#AAAAAA,1 110 demandes,222 560 heures,4 355 salariés
2020-03,4280.0,1199105.0,22185.0,Hébergement et restauration,24,#388E3C,4 280 demandes,1 199 105 heures,22 185 salariés
2020-04,4525.0,2898715.0,24000.0,Hébergement et restauration,24,#388E3C,4 525 demandes,2 898 715 heures,24 000 salariés
2020-05,4390.0,2139280.0,22775.0,Hébergement et restauration,24,#388E3C,4 390 demandes,2 139 280 heures,22 775 salariés
2020-06,2830.0,789150.0,13400.0,Hébergement et restauration,24,#388E3C,2 830 demandes,789 150 heures,13 400 salariés
2020-07,1925.0,403965.0,7250.0,Hébergement et restauration,24,#388E3C,1 925 demandes,403 965 heures,7 250 salariés
2020-08,1255.0,214135.0,4160.0,Hébergement et restauration,24,#388E3C,1 255 demandes,214 135 heures,4 160 salariés
2020-09,1385.0,239175.0,4695.0,Hébergement et restauration,24,#388E3C,1 385 demandes,239 175 heures,4 695 salariés
2020-10,2775.0,353710.0,11525.0,Hébergement et restauration,24,#388E3C,2 775 demandes,353 710 heures,11 525 salariés
2020-11,3960.0,1804375.0,19595.0,Hébergement et restauration,24,#388E3C,3 960 demandes,1 804 375 heures,19 595 salariés
2020-12,4195.0,1919650.0,19640.0,Hébergement et restauration,24,#388E3C,4 195 demandes,1 919 650 heures,19 640 salariés
2021-01,2995.0,1304715.0,14380.0,Hébergement et restauration,24,#388E3C,2 995 demandes,1 304 715 heures,14 380 salariés
2020-03,7740.0,2041620.0,40285.0,Commerce,24,#006064,7 740 demandes,2 041 620 heures,40 285 salariés
2020-04,8725.0,5319185.0,48710.0,Commerce,24,#006064,8 725 demandes,5 319 185 heures,48 710 salariés
2020-05,8080.0,1974000.0,38635.0,Commerce,24,#006064,8 080 demandes,1 974 000 heures,38 635 salariés
2020-06,2945.0,561250.0,10535.0,Commerce,24,#006064,2 945 demandes,561 250 heures,10 535 salariés
2020-07,1320.0,239950.0,4770.0,Commerce,24,#006064,1 320 demandes,239 950 heures,4 770 salariés
2020-08,685.0,99490.0,2170.0,Commerce,24,#006064,685 demandes,99 490 heures,2 170 salariés
